sep=;
acc_x;acc_y;acc_z;grav_x;grav_y;grav_z;lin_acc_x;lin_acc_y;lin_acc_z;gyro_x;gyro_y;gyro_z;mag_x;mag_y;mag_z;sound_lvl;time_ms;date_time
-2.789;2.392;8.041;-3.023;2.194;9.067;0.257;0.274;-0.795;0.028;-0.795;-0.691;-6.0;-30.7;6.0;50.74;14;2018-04-16 22:54:37:086
-3.083;2.533;8.578;-3.023;2.194;9.067;0.257;0.274;-0.795;0.028;-0.795;-0.691;-6.0;-30.7;6.0;50.74;24;2018-04-16 22:54:37:096
-3.083;2.533;8.578;-3.023;2.194;9.067;0.257;0.274;-0.795;-0.035;-0.82;-0.772;-6.0;-30.7;6.0;50.74;34;2018-04-16 22:54:37:106
-2.774;2.65;8.264;-2.905;2.145;9.118;0.131;0.506;-0.854;-0.024;-1.043;-0.856;-5.8;-30.9;5.8;50.74;44;2018-04-16 22:54:37:116
-3.437;2.321;8.623;-2.751;2.089;9.178;-1.421;-0.259;-0.295;-0.028;-1.081;-0.894;-5.4;-31.1;5.8;50.74;54;2018-04-16 22:54:37:126
-3.437;2.321;8.623;-2.751;2.089;9.178;-1.421;-0.259;-0.295;-0.028;-1.081;-0.894;-5.4;-31.1;5.8;50.74;63;2018-04-16 22:54:37:135
-4.721;1.047;9.049;-2.632;2.027;9.227;-1.515;-1.457;0.607;-0.075;-0.911;-0.827;-5.1;-31.3;5.7;50.74;73;2018-04-16 22:54:37:145
-4.721;1.047;9.049;-2.632;2.027;9.227;-1.515;-1.457;0.607;-0.075;-0.911;-0.827;-5.1;-31.3;5.7;50.74;83;2018-04-16 22:54:37:155
-4.04;0.795;10.11;-2.632;2.027;9.227;-1.515;-1.457;0.607;-0.093;-0.767;-0.541;-5.1;-31.3;5.7;50.74;94;2018-04-16 22:54:37:166
-3.757;1.396;9.912;-2.506;1.996;9.269;-1.251;-0.6;0.643;0.012;-0.781;-0.385;-4.7;-31.4;5.7;50.74;104;2018-04-16 22:54:37:176
-3.757;1.396;9.912;-2.506;1.996;9.269;-1.251;-0.6;0.643;0.012;-0.781;-0.385;-4.7;-31.4;5.7;50.74;113;2018-04-16 22:54:37:185
-3.251;1.858;10.161;-2.373;2.004;9.302;-0.878;-0.146;0.859;0.108;-0.712;-0.225;-4.2;-31.5;5.7;50.74;123;2018-04-16 22:54:37:195
-2.676;2.254;9.12;-2.286;2.007;9.323;-0.39;0.247;-0.203;0.066;-0.527;-0.213;-3.7;-31.5;5.9;50.74;133;2018-04-16 22:54:37:205
-2.676;2.254;9.12;-2.286;2.007;9.323;-0.39;0.247;-0.203;0.066;-0.527;-0.213;-3.7;-31.5;5.9;50.74;147;2018-04-16 22:54:37:219
-3.004;2.393;9.19;-2.169;2.009;9.35;-1.051;0.235;0.085;0.075;-0.707;-0.265;-3.3;-31.6;5.9;50.74;154;2018-04-16 22:54:37:226
-3.22;1.93;9.992;-2.169;2.009;9.35;-1.051;0.235;0.085;0.044;-0.765;-0.247;-3.3;-31.6;5.9;50.74;164;2018-04-16 22:54:37:236
-3.22;1.93;9.992;-2.033;2.012;9.38;-0.957;-0.321;1.203;0.078;-0.759;-0.197;-2.9;-31.6;6.0;50.74;173;2018-04-16 22:54:37:245
-2.79;1.609;10.943;-2.033;2.012;9.38;-0.957;-0.321;1.203;0.078;-0.759;-0.197;-2.9;-31.6;6.0;50.74;184;2018-04-16 22:54:37:256
-2.79;1.609;10.943;-1.902;2.057;9.398;-0.648;-0.375;1.46;0.192;-0.749;-0.14;-2.4;-31.6;6.0;50.74;194;2018-04-16 22:54:37:266
-2.43;1.724;10.455;-1.902;2.057;9.398;-0.648;-0.375;1.46;0.45;-0.671;-0.056;-2.4;-31.6;6.0;50.74;204;2018-04-16 22:54:37:276
-2.43;1.724;10.455;-1.902;2.057;9.398;-0.648;-0.375;1.46;0.45;-0.671;-0.056;-2.4;-31.6;6.0;50.74;214;2018-04-16 22:54:37:286
-2.34;1.803;9.821;-1.787;2.143;9.401;-0.553;-0.34;0.42;0.494;-0.589;-0.034;-2.0;-31.7;6.2;50.74;223;2018-04-16 22:54:37:295
-2.397;2.286;9.005;-1.693;2.224;9.4;-0.704;0.062;-0.395;0.401;-0.516;0.012;-1.6;-31.7;6.3;50.74;234;2018-04-16 22:54:37:306
-2.397;2.286;9.005;-1.693;2.224;9.4;-0.704;0.062;-0.395;0.401;-0.516;0.012;-1.6;-31.7;6.3;50.74;244;2018-04-16 22:54:37:316
-2.31;2.35;9.026;-1.604;2.282;9.402;-0.513;0.036;-0.219;0.308;-0.511;0.027;-1.3;-31.6;6.4;50.74;254;2018-04-16 22:54:37:326
-1.998;2.276;9.419;-1.604;2.282;9.402;-0.513;0.036;-0.219;0.26;-0.506;0.018;-1.3;-31.6;6.4;50.74;264;2018-04-16 22:54:37:336
-1.998;2.276;9.419;-1.513;2.33;9.405;-0.46;-0.076;0.243;0.264;-0.492;0.024;-0.9;-31.6;6.6;50.74;273;2018-04-16 22:54:37:345
-1.763;2.302;9.743;-1.513;2.33;9.405;-0.46;-0.076;0.243;0.274;-0.45;0.031;-0.9;-31.6;6.6;51.59;284;2018-04-16 22:54:37:356
-1.763;2.302;9.743;-1.513;2.33;9.405;-0.46;-0.076;0.243;0.274;-0.45;0.031;-0.9;-31.6;6.6;51.59;294;2018-04-16 22:54:37:366
-1.609;2.387;9.701;-1.434;2.382;9.404;-0.175;0.005;0.297;0.264;-0.374;0.021;-0.6;-31.6;6.8;51.59;304;2018-04-16 22:54:37:376
-1.609;2.387;9.701;-1.434;2.382;9.404;-0.175;0.005;0.297;0.264;-0.374;0.021;-0.6;-31.6;6.8;51.59;314;2018-04-16 22:54:37:386
