sep=;
acc_x;acc_y;acc_z;grav_x;grav_y;grav_z;lin_acc_x;lin_acc_y;lin_acc_z;gyro_x;gyro_y;gyro_z;mag_x;mag_y;mag_z;sound_lvl;time_ms;date_time
1.59;3.862;9.618;1.638;2.549;9.327;-0.195;1.132;0.643;0.429;-1.158;-0.301;-2.5;-28.1;10.8;49.3;203;2018-04-16 22:36:14:617
1.927;3.861;7.906;1.866;2.665;9.251;0.062;1.196;-1.346;0.593;-1.434;-0.396;-2.2;-28.0;11.1;49.3;212;2018-04-16 22:36:14:626
1.927;3.861;7.906;1.866;2.665;9.251;0.062;1.196;-1.346;0.593;-1.434;-0.396;-2.2;-28.0;11.1;49.3;222;2018-04-16 22:36:14:636
4.634;2.337;6.053;2.245;2.79;9.13;1.821;-0.752;-2.795;0.517;-2.397;-0.701;-2.1;-28.0;11.2;49.3;233;2018-04-16 22:36:14:647
4.634;2.337;6.053;2.245;2.79;9.13;1.821;-0.752;-2.795;0.517;-2.397;-0.701;-2.1;-28.0;11.2;49.3;243;2018-04-16 22:36:14:657
2.477;1.437;6.474;2.679;2.85;8.993;-0.263;-1.562;-2.459;0.082;-2.739;-1.07;-1.8;-27.8;11.4;49.3;252;2018-04-16 22:36:14:666
2.655;1.536;6.454;2.679;2.85;8.993;-0.263;-1.562;-2.459;-0.567;-2.149;-0.897;-1.5;-27.8;11.4;49.3;263;2018-04-16 22:36:14:677
2.655;1.536;6.454;2.96;2.743;8.938;-0.547;-1.103;-2.427;-1.096;-1.607;-0.744;-1.5;-27.8;11.4;49.3;273;2018-04-16 22:36:14:687
2.655;1.536;6.454;2.96;2.743;8.938;-0.547;-1.103;-2.427;-1.096;-1.607;-0.744;-1.5;-27.8;11.4;49.3;283;2018-04-16 22:36:14:697
2.655;1.536;6.454;2.96;2.743;8.938;-0.547;-1.103;-2.427;-1.096;-1.607;-0.744;-1.5;-27.8;11.4;49.3;293;2018-04-16 22:36:14:707
2.103;1.554;6.613;3.067;2.634;8.935;-0.963;-1.081;-2.322;-1.53;-1.478;-0.557;-1.1;-27.8;11.4;49.3;303;2018-04-16 22:36:14:717
2.103;1.554;6.613;3.067;2.634;8.935;-0.963;-1.081;-2.322;-1.822;-2.117;0.083;-1.1;-27.8;11.4;49.3;313;2018-04-16 22:36:14:727
2.851;2.253;5.025;3.762;1.999;8.833;-0.801;0.154;-4.195;-1.784;-2.301;0.104;-0.5;-27.8;11.4;49.9;323;2018-04-16 22:36:14:737
3.43;1.982;3.215;4.039;1.829;8.747;-0.609;0.153;-5.532;-1.695;-2.797;0.073;-0.1;-27.8;11.2;49.9;333;2018-04-16 22:36:14:747
3.703;1.439;1.378;4.039;1.829;8.747;-0.609;0.153;-5.532;-1.577;-3.608;-0.051;-0.1;-27.8;11.2;49.9;343;2018-04-16 22:36:14:757
3.703;1.439;1.378;4.658;1.567;8.486;-1.152;-0.25;-7.251;-1.577;-3.608;-0.051;0.2;-27.8;10.8;49.9;353;2018-04-16 22:36:14:767
1.984;0.602;6.193;4.989;1.464;8.315;-3.006;-0.861;-2.122;-1.443;-4.373;-0.158;0.7;-27.8;10.4;49.9;363;2018-04-16 22:36:14:777
1.984;0.602;6.193;4.989;1.464;8.315;-3.006;-0.861;-2.122;-1.443;-4.373;-0.158;0.7;-27.8;10.4;49.9;373;2018-04-16 22:36:14:787
1.984;0.602;6.193;4.989;1.464;8.315;-3.006;-0.861;-2.122;-1.443;-4.373;-0.158;0.7;-27.8;10.4;49.9;383;2018-04-16 22:36:14:797
-1.031;-1.542;6.756;5.566;1.338;7.963;-6.596;-2.88;-1.206;-0.363;-3.224;0.23;1.9;-27.9;9.0;49.9;393;2018-04-16 22:36:14:807
0.157;-5.324;4.718;5.566;1.338;7.963;-6.596;-2.88;-1.206;1.443;-4.055;1.537;2.7;-27.9;7.5;49.9;403;2018-04-16 22:36:14:817
0.453;-5.728;4.679;6.515;1.346;7.205;-6.063;-7.074;-2.525;1.795;-4.309;1.842;2.7;-27.9;7.5;49.9;413;2018-04-16 22:36:14:827
0.453;-5.728;4.679;6.515;1.346;7.205;-6.063;-7.074;-2.525;1.795;-4.309;1.842;2.6;-28.1;7.5;49.9;423;2018-04-16 22:36:14:837
1.196;-5.635;4.967;7.24;1.321;6.482;-6.044;-6.955;-1.515;2.848;-4.832;3.081;2.5;-28.7;6.7;49.9;433;2018-04-16 22:36:14:847
3.069;-5.928;-0.208;7.24;1.321;6.482;-6.044;-6.955;-1.515;2.512;-4.57;4.043;2.5;-28.2;7.8;49.9;443;2018-04-16 22:36:14:857
3.069;-5.928;-0.208;7.915;1.0;5.703;-4.232;-7.929;-5.974;2.512;-4.57;4.043;2.5;-28.2;7.8;49.9;453;2018-04-16 22:36:14:867
4.936;-9.785;2.558;7.915;1.0;5.703;-4.232;-7.929;-5.974;1.253;-5.566;4.743;1.4;-28.6;8.1;49.9;463;2018-04-16 22:36:14:877
4.936;-9.785;2.558;8.57;0.25;4.761;-2.923;-10.082;-1.712;0.872;-5.62;5.388;1.4;-28.6;8.1;49.9;474;2018-04-16 22:36:14:888
7.852;-9.814;4.511;8.797;-0.205;4.328;-0.946;-9.609;0.183;0.648;-5.47;6.078;1.2;-28.2;7.2;49.9;484;2018-04-16 22:36:14:898
7.852;-9.814;4.511;8.797;-0.205;4.328;-0.946;-9.609;0.183;0.64;-5.655;7.288;1.2;-28.2;7.2;49.9;493;2018-04-16 22:36:14:907
13.369;-9.99;8.896;9.115;-1.412;3.332;4.255;-8.578;5.564;0.896;-5.499;7.72;0.3;-28.4;6.7;49.9;503;2018-04-16 22:36:14:917
16.619;-9.725;10.392;9.141;-2.161;2.82;7.479;-7.565;7.572;1.068;-5.337;7.856;-0.7;-28.5;6.2;49.9;513;2018-04-16 22:36:14:927
16.619;-9.725;10.392;9.141;-2.161;2.82;7.479;-7.565;7.572;1.068;-5.337;7.856;-0.7;-28.5;6.2;49.9;522;2018-04-16 22:36:14:936
21.828;-7.562;11.12;8.929;-3.466;2.104;12.899;-4.096;9.015;1.783;-4.161;7.432;-4.9;-28.3;7.5;49.9;533;2018-04-16 22:36:14:947
21.828;-7.562;11.12;8.929;-3.466;2.104;12.899;-4.096;9.015;1.783;-4.161;7.432;-4.9;-28.3;7.5;49.9;543;2018-04-16 22:36:14:957
24.038;-4.612;9.317;8.558;-4.465;1.73;15.48;-0.148;7.587;2.689;-3.052;5.868;-8.1;-27.0;7.8;49.9;552;2018-04-16 22:36:14:966
23.402;-4.518;7.986;8.558;-4.465;1.73;15.48;-0.148;7.587;3.459;-2.534;4.44;-10.1;-25.8;8.3;49.9;563;2018-04-16 22:36:14:977
23.402;-4.518;7.986;8.219;-5.091;1.644;14.712;0.261;5.763;3.459;-2.534;4.44;-10.1;-25.8;8.3;49.9;573;2018-04-16 22:36:14:987
21.895;-5.137;5.482;8.084;-5.285;1.699;13.811;0.148;3.782;4.049;-1.831;3.449;-12.2;-24.7;9.4;49.9;583;2018-04-16 22:36:14:997
21.895;-5.137;5.482;8.084;-5.285;1.699;13.811;0.148;3.782;3.874;-0.98;2.764;-12.2;-24.7;9.4;49.9;592;2018-04-16 22:36:15:006
20.121;-3.874;2.283;7.818;-5.586;1.961;12.598;1.273;0.835;3.874;-0.98;2.764;-12.2;-24.7;9.4;49.9;602;2018-04-16 22:36:15:016
20.121;-3.874;2.283;7.69;-5.687;2.166;12.177;2.584;-0.377;3.448;-0.304;2.282;-13.6;-22.5;12.6;49.9;612;2018-04-16 22:36:15:026
19.619;-2.597;-1.556;7.601;-5.732;2.354;12.019;3.136;-3.91;2.737;0.734;1.483;-14.4;-21.6;15.3;49.9;623;2018-04-16 22:36:15:037
19.619;-2.597;-1.556;7.601;-5.732;2.354;12.019;3.136;-3.91;2.737;0.734;1.483;-14.4;-21.6;15.3;49.9;633;2018-04-16 22:36:15:047
15.358;-2.413;-3.478;7.44;-5.757;2.771;7.918;3.344;-6.249;1.371;1.803;0.561;-15.5;-19.5;15.0;49.72;643;2018-04-16 22:36:15:057
14.064;-1.949;-3.041;7.337;-5.781;2.986;6.727;3.832;-6.027;0.308;2.442;0.424;-15.5;-19.5;15.0;49.72;653;2018-04-16 22:36:15:067
12.388;-1.639;-0.856;7.337;-5.781;2.986;6.727;3.832;-6.027;-0.648;2.023;0.232;-17.8;-19.5;14.5;49.72;663;2018-04-16 22:36:15:077
12.388;-1.639;-0.856;7.193;-5.851;3.194;5.468;4.69;-1.74;-0.648;2.023;0.232;-17.8;-19.5;14.5;49.72;673;2018-04-16 22:36:15:087
12.899;-0.332;3.768;7.179;-5.857;3.214;5.72;5.525;0.555;-0.349;0.601;-0.055;-17.8;-19.1;13.1;49.72;682;2018-04-16 22:36:15:096
12.482;0.017;3.274;7.179;-5.857;3.214;5.72;5.525;0.555;0.927;-0.263;-0.423;-17.8;-19.1;13.1;49.72;692;2018-04-16 22:36:15:106
12.482;0.017;3.274;7.245;-5.737;3.281;4.918;5.704;-0.507;1.39;-0.485;-0.577;-18.0;-18.0;15.2;49.72;703;2018-04-16 22:36:15:117
11.341;0.042;0.09;7.245;-5.737;3.281;4.918;5.704;-0.507;1.39;-0.485;-0.577;-18.0;-18.0;15.2;49.72;712;2018-04-16 22:36:15:126
10.355;0.972;-1.708;7.465;-5.432;3.308;3.212;6.055;-4.639;2.32;-1.523;-1.081;-17.7;-18.3;14.7;49.72;723;2018-04-16 22:36:15:137
10.355;0.972;-1.708;7.658;-5.22;3.207;2.591;6.472;-5.081;2.316;-2.803;-1.515;-16.5;-18.2;15.6;49.72;733;2018-04-16 22:36:15:147
9.797;0.98;-1.02;7.658;-5.22;3.207;2.591;6.472;-5.081;2.042;-3.196;-1.78;-16.5;-18.2;15.6;49.72;743;2018-04-16 22:36:15:157
8.678;0.687;-1.644;8.05;-4.796;2.893;0.628;5.484;-4.536;1.653;-3.15;-1.779;-15.9;-18.4;17.6;49.72;752;2018-04-16 22:36:15:166
9.266;2.04;-1.76;8.05;-4.796;2.893;0.628;5.484;-4.536;1.181;-3.129;-1.779;-15.1;-17.6;18.4;49.72;763;2018-04-16 22:36:15:177
9.266;2.04;-1.76;8.403;-4.402;2.487;1.33;6.41;-3.98;1.181;-3.129;-1.779;-15.1;-17.6;18.4;49.72;773;2018-04-16 22:36:15:187
9.799;0.071;-0.88;8.555;-4.223;2.269;1.245;4.294;-3.148;0.7;-2.997;-1.897;-13.8;-18.8;19.3;49.72;783;2018-04-16 22:36:15:197
9.799;0.071;-0.88;8.555;-4.223;2.269;1.245;4.294;-3.148;0.7;-2.997;-1.897;-13.8;-18.8;19.3;49.72;793;2018-04-16 22:36:15:207
7.043;-3.089;1.093;8.802;-3.896;1.875;-1.759;0.808;-0.783;-0.456;-1.847;-1.847;-12.1;-17.3;20.2;49.72;802;2018-04-16 22:36:15:216
3.718;-4.463;2.685;8.802;-3.896;1.875;-1.759;0.808;-0.783;-0.672;-1.366;-1.516;-12.1;-17.3;20.2;49.72;813;2018-04-16 22:36:15:227
3.718;-4.463;2.685;8.944;-3.689;1.6;-5.166;-0.703;0.902;-0.616;-1.137;-0.832;-11.7;-19.0;20.5;49.72;823;2018-04-16 22:36:15:237
4.717;-2.926;1.964;8.993;-3.626;1.463;-4.277;0.7;0.501;-0.512;-1.178;-0.732;-11.3;-17.6;20.5;49.72;835;2018-04-16 22:36:15:249
4.717;-2.926;1.964;8.993;-3.626;1.463;-4.277;0.7;0.501;-0.512;-1.178;-0.732;-11.3;-17.6;20.5;49.72;843;2018-04-16 22:36:15:257
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;853;2018-04-16 22:36:15:267
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;863;2018-04-16 22:36:15:277
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;873;2018-04-16 22:36:15:287
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;883;2018-04-16 22:36:15:297
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;892;2018-04-16 22:36:15:306
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;903;2018-04-16 22:36:15:317
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;913;2018-04-16 22:36:15:327
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;923;2018-04-16 22:36:15:337
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;933;2018-04-16 22:36:15:347
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;942;2018-04-16 22:36:15:356
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;953;2018-04-16 22:36:15:367
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;962;2018-04-16 22:36:15:376
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;972;2018-04-16 22:36:15:386
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;982;2018-04-16 22:36:15:396
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;993;2018-04-16 22:36:15:407
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;1002;2018-04-16 22:36:15:416
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;1016;2018-04-16 22:36:15:430
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;1023;2018-04-16 22:36:15:437
6.95;0.013;0.071;9.106;-3.434;1.205;0.055;5.965;-3.045;-0.033;-1.315;-0.914;-10.9;-18.6;21.1;49.72;1033;2018-04-16 22:36:15:447
10.233;3.434;1.563;9.273;-3.065;0.889;0.458;4.776;1.656;0.298;-1.916;-1.872;-10.6;-18.6;20.3;49.72;1043;2018-04-16 22:36:15:457
10.233;3.434;1.563;9.273;-3.065;0.889;0.458;4.776;1.656;0.298;-1.916;-1.872;-10.6;-18.6;20.3;49.72;1054;2018-04-16 22:36:15:468
12.097;-7.949;-3.261;7.294;-6.359;-1.593;4.803;-1.59;-1.668;-0.859;-1.577;8.498;-10.6;-18.6;20.3;49.72;1062;2018-04-16 22:36:15:476
8.341;-7.894;-0.491;6.607;-7.035;-1.742;1.735;-0.859;1.251;-0.342;-1.631;8.972;-6.2;-17.2;24.0;49.72;1076;2018-04-16 22:36:15:490
8.341;-7.894;-0.491;6.607;-7.035;-1.742;1.735;-0.859;1.251;1.339;-1.003;9.131;-6.1;-16.9;23.2;49.72;1082;2018-04-16 22:36:15:496
3.488;-8.355;-0.441;5.169;-8.169;-1.65;-1.68;-0.186;1.21;1.339;-1.003;9.131;-6.1;-16.9;23.2;49.72;1092;2018-04-16 22:36:15:506
3.488;-8.355;-0.441;5.169;-8.169;-1.65;-1.68;-0.186;1.21;2.933;-1.706;9.617;-6.5;-16.5;23.4;49.72;1103;2018-04-16 22:36:15:517
2.931;-5.875;2.071;3.435;-9.104;-1.223;-0.504;3.228;3.294;3.708;-1.911;9.776;-7.1;-15.6;24.0;49.32;1113;2018-04-16 22:36:15:527
2.014;-4.889;1.132;3.435;-9.104;-1.223;-0.504;3.228;3.294;4.138;-1.334;9.515;-7.1;-15.6;24.0;49.32;1123;2018-04-16 22:36:15:537
2.014;-4.889;1.132;1.661;-9.653;-0.485;0.267;5.114;0.22;4.138;-0.651;8.989;-9.6;-12.0;23.7;49.32;1132;2018-04-16 22:36:15:546
1.423;-3.521;-1.428;1.661;-9.653;-0.485;0.267;5.114;0.22;4.138;-0.651;8.989;-9.6;-12.0;23.7;49.32;1143;2018-04-16 22:36:15:557
0.968;-2.252;0.304;0.021;-9.805;0.169;0.947;7.553;0.135;3.034;-0.922;8.052;-11.3;-7.3;26.2;49.32;1153;2018-04-16 22:36:15:567
0.968;-2.252;0.304;0.021;-9.805;0.169;0.947;7.553;0.135;1.015;0.056;6.583;-11.3;-7.3;26.2;49.32;1163;2018-04-16 22:36:15:577
0.061;-1.645;-0.322;-1.265;-9.718;0.362;1.326;8.073;-0.684;1.015;0.056;6.583;-12.4;-3.1;25.0;49.32;1173;2018-04-16 22:36:15:587
0.721;-0.5;-3.432;-1.265;-9.718;0.362;1.326;8.073;-0.684;-0.325;-0.235;5.807;-12.4;-3.1;25.0;49.32;1183;2018-04-16 22:36:15:597
0.721;-0.5;-3.432;-2.321;-9.523;0.31;3.174;9.176;-3.99;-0.637;-1.883;5.274;-12.9;-1.5;24.8;49.32;1192;2018-04-16 22:36:15:606
1.045;-0.43;-3.328;-2.321;-9.523;0.31;3.174;9.176;-3.99;-1.145;-4.326;4.309;-12.9;-1.5;24.8;49.32;1202;2018-04-16 22:36:15:616
0.934;-1.118;-1.839;-3.112;-9.294;0.329;4.189;8.423;-2.781;-1.437;-5.404;3.84;-11.9;-0.4;28.0;49.32;1212;2018-04-16 22:36:15:626
0.934;-1.118;-1.839;-3.112;-9.294;0.329;4.189;8.423;-2.781;-1.586;-6.181;3.511;-11.9;-0.4;28.0;49.32;1223;2018-04-16 22:36:15:637
-3.64;-16.694;3.551;-3.696;-9.072;0.455;0.056;-7.622;3.096;-1.544;-6.36;3.157;-10.7;-1.3;26.1;49.32;1232;2018-04-16 22:36:15:646
-12.492;-39.185;16.012;-3.696;-9.072;0.455;0.056;-7.622;3.096;-2.294;-6.583;0.768;-10.7;-1.3;26.1;49.32;1242;2018-04-16 22:36:15:656
-12.492;-39.185;16.012;-3.691;-9.074;0.463;-17.529;-30.111;27.779;-2.294;-6.583;0.768;-5.4;-1.1;25.4;49.32;1253;2018-04-16 22:36:15:667
-20.713;-39.185;23.976;-3.691;-9.074;0.463;-17.529;-30.111;27.779;-3.002;-0.673;-2.302;-5.4;-1.1;25.4;49.32;1262;2018-04-16 22:36:15:676
-6.264;-19.662;3.609;-3.407;-9.196;-0.026;-4.901;-15.263;6.935;-1.559;2.828;-0.941;-4.9;-2.2;26.6;49.32;1273;2018-04-16 22:36:15:687
-6.264;-19.662;3.609;-3.407;-9.196;-0.026;-4.901;-15.263;6.935;-0.727;3.719;-0.742;-4.9;-2.2;26.6;49.32;1283;2018-04-16 22:36:15:697
-2.452;-7.803;-7.21;-3.257;-9.241;-0.399;0.805;1.439;-6.811;0.112;2.544;-0.722;-6.0;-2.4;29.1;49.32;1293;2018-04-16 22:36:15:707
-1.263;-2.701;-4.828;-3.257;-9.241;-0.399;0.805;1.439;-6.811;3.296;-3.059;-0.745;-6.0;-2.4;29.1;49.32;1303;2018-04-16 22:36:15:717
-1.263;-2.701;-4.828;-3.119;-9.291;0.358;1.338;5.959;-4.643;4.96;-6.635;-0.748;-6.1;-0.8;27.2;49.32;1312;2018-04-16 22:36:15:726
-2.233;-2.673;-12.389;-3.119;-9.291;0.358;1.338;5.959;-4.643;4.435;-7.329;-0.724;-6.1;-0.8;27.2;49.32;1322;2018-04-16 22:36:15:736
-7.399;-7.032;-15.196;-2.84;-9.242;1.64;-2.555;5.037;-25.183;1.333;-5.373;-0.393;-3.8;1.0;27.5;49.32;1333;2018-04-16 22:36:15:747
-7.399;-7.032;-15.196;-2.84;-9.242;1.64;-2.555;5.037;-25.183;-0.98;-2.518;0.296;-3.8;1.0;27.5;49.32;1343;2018-04-16 22:36:15:757
-6.087;-8.618;-0.869;-2.753;-9.247;1.753;-3.334;0.629;-2.623;-2.166;-0.203;0.654;-1.7;2.0;28.4;49.32;1353;2018-04-16 22:36:15:767
-3.715;-9.099;4.172;-2.753;-9.247;1.753;-3.334;0.629;-2.623;-2.582;1.252;0.522;-1.7;2.0;28.4;49.32;1363;2018-04-16 22:36:15:777
-3.715;-9.099;4.172;-2.887;-9.292;1.222;-0.721;-0.285;4.703;-2.391;2.292;0.285;-0.3;1.3;27.6;49.32;1372;2018-04-16 22:36:15:786
-3.986;-10.493;7.357;-2.887;-9.292;1.222;-0.721;-0.285;4.703;-1.825;3.273;0.164;-0.3;1.3;27.6;49.32;1382;2018-04-16 22:36:15:796
-3.973;-10.613;5.582;-2.98;-9.317;0.698;-0.993;-1.297;4.884;-1.186;3.824;0.126;-1.5;-0.9;30.2;49.32;1393;2018-04-16 22:36:15:807
-3.106;-10.319;1.07;-2.98;-9.317;0.698;-0.993;-1.297;4.884;-0.32;3.384;0.144;-1.5;-0.9;30.2;49.32;1403;2018-04-16 22:36:15:817
-2.49;-8.881;0.399;-3.042;-9.312;0.444;0.437;-0.336;0.301;0.458;2.529;0.147;-3.5;-0.8;29.4;49.32;1413;2018-04-16 22:36:15:827
-2.49;-8.881;0.399;-3.042;-9.312;0.444;0.437;-0.336;0.301;0.754;2.018;0.049;-3.5;-0.8;29.4;62.58;1423;2018-04-16 22:36:15:837
-2.846;-8.775;-0.007;-3.07;-9.303;0.455;0.224;0.528;-0.462;0.786;1.697;0.048;-3.8;-0.5;31.3;62.58;1433;2018-04-16 22:36:15:847
-2.522;-8.837;-0.68;-3.07;-9.303;0.455;0.224;0.528;-0.462;0.71;1.394;0.13;-3.8;-0.5;31.3;62.58;1443;2018-04-16 22:36:15:857
-2.522;-8.837;-0.68;-3.104;-9.289;0.491;0.711;0.396;-1.279;0.563;1.103;0.17;-4.6;-0.2;30.8;62.58;1452;2018-04-16 22:36:15:866
-2.23;-9.183;-0.838;-3.104;-9.289;0.491;0.711;0.396;-1.279;0.563;1.103;0.17;-4.6;-0.2;30.8;62.58;1462;2018-04-16 22:36:15:876
-2.326;-9.777;-0.806;-3.139;-9.277;0.495;0.83;-0.311;-1.318;0.282;0.739;0.186;-5.0;0.2;29.9;62.58;1472;2018-04-16 22:36:15:886
-2.326;-9.777;-0.806;-3.139;-9.277;0.495;0.83;-0.311;-1.318;0.012;0.442;0.268;-5.0;0.2;29.9;62.58;1482;2018-04-16 22:36:15:896
-2.108;-9.929;-0.783;-3.187;-9.263;0.461;1.079;-0.666;-1.244;-0.128;0.224;0.31;-4.9;0.5;30.5;62.58;1492;2018-04-16 22:36:15:906
-1.676;-9.859;-1.021;-3.187;-9.263;0.461;1.079;-0.666;-1.244;-0.128;0.224;0.31;-4.9;0.5;30.5;62.58;1503;2018-04-16 22:36:15:917
-1.676;-9.859;-1.021;-3.235;-9.247;0.437;1.748;-0.553;-1.36;-0.11;-0.375;0.326;-4.7;0.2;30.3;62.58;1512;2018-04-16 22:36:15:926
-1.402;-9.659;-0.509;-3.235;-9.247;0.437;1.748;-0.553;-1.36;0.046;-1.03;0.219;-4.7;0.2;30.3;62.58;1522;2018-04-16 22:36:15:936
-1.674;-9.518;0.047;-3.25;-9.239;0.502;1.608;-0.332;-0.604;0.072;-1.223;0.161;-3.7;0.2;29.9;62.58;1533;2018-04-16 22:36:15:947
-1.674;-9.518;0.047;-3.25;-9.239;0.502;1.608;-0.332;-0.604;0.071;-1.264;0.144;-3.7;0.2;29.9;62.58;1543;2018-04-16 22:36:15:957
-1.367;-9.226;0.127;-3.248;-9.234;0.593;1.881;0.008;-0.466;0.093;-1.234;0.106;-3.5;0.2;30.0;62.58;1552;2018-04-16 22:36:15:966
