sep=;
acc_x;acc_y;acc_z;grav_x;grav_y;grav_z;lin_acc_x;lin_acc_y;lin_acc_z;gyro_x;gyro_y;gyro_z;mag_x;mag_y;mag_z;sound_lvl;time_ms;date_time
9.501;-1.122;-1.34;9.596;-1.543;1.306;-0.095;0.421;-2.645;-2.867;0.673;-1.448;10.1;-16.7;27.5;50.16;352;2018-04-16 23:25:59:125
8.109;-0.836;-1.372;9.609;-1.451;1.316;-1.5;0.616;-2.688;-2.425;0.489;-1.279;10.1;-17.2;27.6;50.16;363;2018-04-16 23:25:59:136
8.109;-0.836;-1.372;9.609;-1.451;1.316;-1.5;0.616;-2.688;-2.425;0.489;-1.279;10.1;-17.2;27.6;50.16;372;2018-04-16 23:25:59:145
7.937;1.219;-0.299;9.637;-1.302;1.264;-1.7;2.521;-1.563;-1.58;-0.279;-0.899;10.1;-18.5;26.1;50.16;382;2018-04-16 23:25:59:155
7.937;1.219;-0.299;9.637;-1.302;1.264;-1.7;2.521;-1.563;-1.58;-0.279;-0.899;10.1;-18.5;26.1;50.16;392;2018-04-16 23:25:59:165
9.941;0.966;-0.668;9.684;-1.206;0.967;0.257;2.173;-1.635;-0.159;-1.901;-0.37;10.3;-18.7;24.3;50.16;402;2018-04-16 23:25:59:175
9.784;0.019;-2.221;9.711;-1.17;0.703;0.311;1.638;-2.213;0.536;-2.724;-0.255;11.0;-18.6;26.3;50.16;412;2018-04-16 23:25:59:185
9.784;0.019;-2.221;9.711;-1.17;0.703;0.311;1.638;-2.213;0.536;-2.724;-0.255;11.0;-18.6;26.3;50.16;423;2018-04-16 23:25:59:196
10.248;3.904;1.8;9.736;-1.163;0.174;0.513;5.067;1.627;0.55;-2.828;0.175;11.9;-17.6;27.8;50.16;433;2018-04-16 23:25:59:206
10.248;3.904;1.8;9.736;-1.163;0.174;0.513;5.067;1.627;0.55;-2.828;0.175;11.9;-17.6;27.8;50.16;442;2018-04-16 23:25:59:215
8.832;-1.486;5.097;9.728;-1.19;-0.344;-0.896;-0.296;5.441;1.899;-2.869;0.068;11.9;-17.7;27.5;50.16;452;2018-04-16 23:25:59:225
5.122;-3.658;3.979;9.728;-1.19;-0.344;-0.896;-0.296;5.441;2.325;-2.678;0.182;11.9;-17.7;27.5;50.16;462;2018-04-16 23:25:59:235
5.122;-3.658;3.979;9.692;-1.28;-0.768;-6.078;-2.183;3.77;2.48;-2.298;0.457;12.4;-16.9;27.9;50.16;473;2018-04-16 23:25:59:246
2.324;-2.977;1.921;9.665;-1.38;-0.923;-6.778;-1.921;3.474;2.542;-1.944;0.804;12.3;-16.3;27.3;50.16;482;2018-04-16 23:25:59:255
2.324;-2.977;1.921;9.665;-1.38;-0.923;-6.778;-1.921;3.474;2.501;-1.57;1.372;12.3;-16.3;27.3;50.16;493;2018-04-16 23:25:59:266
3.84;-3.051;1.065;9.588;-1.703;-1.154;-5.748;-1.349;2.219;2.501;-1.57;1.372;12.2;-15.4;27.9;50.16;503;2018-04-16 23:25:59:276
4.404;-2.989;0.619;9.542;-1.892;-1.24;-5.138;-1.097;1.859;2.536;-1.423;1.756;12.0;-15.3;28.2;50.16;512;2018-04-16 23:25:59:285
4.404;-2.989;0.619;9.542;-1.892;-1.24;-5.138;-1.097;1.859;2.536;-1.423;1.756;12.0;-15.3;28.2;50.16;522;2018-04-16 23:25:59:295
6.651;-3.924;0.14;9.428;-2.333;-1.358;-2.777;-1.591;1.498;2.087;-0.944;2.065;13.1;-14.2;29.0;50.16;532;2018-04-16 23:25:59:305
6.651;-3.924;0.14;9.428;-2.333;-1.358;-2.777;-1.591;1.498;2.087;-0.944;2.065;13.1;-14.2;29.0;50.16;542;2018-04-16 23:25:59:315
11.211;-6.236;3.084;9.296;-2.819;-1.344;1.915;-3.417;4.427;1.492;-0.172;2.353;13.1;-13.9;29.1;50.16;553;2018-04-16 23:25:59:326
11.211;-6.236;3.084;9.296;-2.819;-1.344;1.915;-3.417;4.427;1.492;-0.172;2.353;13.1;-13.9;29.1;50.16;562;2018-04-16 23:25:59:335
19.562;-8.626;5.666;9.137;-3.31;-1.313;10.424;-5.317;6.978;1.398;-0.329;2.432;13.7;-13.0;29.7;50.16;573;2018-04-16 23:25:59:346
19.008;-11.078;1.361;9.064;-3.53;-1.244;9.943;-7.548;2.605;1.5;0.182;2.194;13.9;-12.7;29.8;50.16;582;2018-04-16 23:25:59:355
19.008;-11.078;1.361;9.064;-3.53;-1.244;9.943;-7.548;2.605;0.511;0.953;2.186;13.9;-12.7;29.8;50.16;592;2018-04-16 23:25:59:365
11.596;-6.555;-6.361;8.921;-3.935;-1.052;2.676;-2.621;-5.309;0.511;0.953;2.186;13.9;-12.0;29.7;50.16;602;2018-04-16 23:25:59:375
8.094;-3.685;-4.045;8.921;-3.935;-1.052;2.676;-2.621;-5.309;-1.174;0.712;2.359;13.9;-12.0;29.7;50.16;612;2018-04-16 23:25:59:385
8.094;-3.685;-4.045;8.724;-4.343;-1.098;-1.498;1.572;-3.052;-1.712;0.177;2.528;13.9;-11.9;30.5;48.61;623;2018-04-16 23:25:59:396
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;632;2018-04-16 23:25:59:405
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;642;2018-04-16 23:25:59:415
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;652;2018-04-16 23:25:59:425
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;662;2018-04-16 23:25:59:435
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;672;2018-04-16 23:25:59:445
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;683;2018-04-16 23:25:59:456
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;692;2018-04-16 23:25:59:465
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;702;2018-04-16 23:25:59:475
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;712;2018-04-16 23:25:59:485
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;723;2018-04-16 23:25:59:496
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;732;2018-04-16 23:25:59:505
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;742;2018-04-16 23:25:59:515
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;752;2018-04-16 23:25:59:525
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;762;2018-04-16 23:25:59:535
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;773;2018-04-16 23:25:59:546
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;783;2018-04-16 23:25:59:556
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;792;2018-04-16 23:25:59:565
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;802;2018-04-16 23:25:59:575
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;812;2018-04-16 23:25:59:585
6.115;-2.814;-4.507;8.607;-4.537;-1.23;-2.492;1.722;-3.278;-1.878;-0.632;2.601;12.6;-12.2;29.1;48.61;823;2018-04-16 23:25:59:596
4.023;-5.447;0.062;8.305;-4.937;-1.678;-4.282;-0.51;1.74;-0.982;-2.203;2.571;13.2;-12.4;29.4;48.61;833;2018-04-16 23:25:59:606
4.023;-5.447;0.062;8.305;-4.937;-1.678;-4.282;-0.51;1.74;-0.982;-2.203;2.571;13.2;-12.4;29.4;48.61;843;2018-04-16 23:25:59:616
-12.771;-35.636;0.114;-2.751;-9.402;-0.456;-10.019;-26.235;0.569;-1.495;-4.172;8.359;10.2;1.8;34.4;48.61;853;2018-04-16 23:25:59:626
-12.771;-35.636;0.114;-2.751;-9.402;-0.456;-10.019;-26.235;0.569;-1.464;-5.031;11.225;10.2;1.8;34.4;48.61;862;2018-04-16 23:25:59:635
4.87;-22.768;-0.751;-4.932;-8.472;-0.278;9.801;-14.296;-0.473;-1.57;-6.004;10.721;11.6;2.3;33.5;48.61;872;2018-04-16 23:25:59:645
4.87;-22.768;-0.751;-4.932;-8.472;-0.278;9.801;-14.296;-0.473;-1.57;-6.004;10.721;11.6;2.3;33.5;48.61;882;2018-04-16 23:25:59:655
-10.698;-19.125;14.297;-5.398;-8.184;-0.234;-5.301;-10.941;14.531;-3.911;-4.608;-1.633;14.7;2.0;33.3;48.61;893;2018-04-16 23:25:59:666
-10.698;-19.125;14.297;-5.398;-8.184;-0.234;-5.301;-10.941;14.531;-3.673;-1.739;-3.771;14.7;2.0;33.3;48.61;903;2018-04-16 23:25:59:676
-11.876;-11.564;5.802;-4.884;-8.475;-0.704;-6.993;-3.089;6.506;-2.722;0.56;-2.426;16.0;1.2;34.9;48.61;912;2018-04-16 23:25:59:685
-5.231;-1.288;-5.552;-4.884;-8.475;-0.704;-6.993;-3.089;6.506;-1.361;-0.05;-1.043;16.0;1.2;34.9;48.61;922;2018-04-16 23:25:59:695
-5.231;-1.288;-5.552;-4.706;-8.555;-0.913;-0.31;7.654;-2.127;0.056;-3.295;-0.92;15.6;-0.4;35.2;66.74;932;2018-04-16 23:25:59:705
-5.54;-2.636;1.845;-4.706;-8.555;-0.913;-0.31;7.654;-2.127;0.056;-3.295;-0.92;15.6;-0.4;35.2;66.74;943;2018-04-16 23:25:59:716
-5.057;-3.294;4.14;-4.636;-8.634;-0.361;-0.421;5.512;4.298;1.201;-4.445;-0.613;16.9;0.0;32.6;66.74;952;2018-04-16 23:25:59:725
-5.057;-3.294;4.14;-4.636;-8.634;-0.361;-0.421;5.512;4.298;1.538;-3.167;-0.545;16.9;0.0;32.6;66.74;962;2018-04-16 23:25:59:735
-7.444;-5.68;3.638;-4.559;-8.681;0.149;-2.885;3.001;3.489;1.537;-2.004;-0.594;18.6;0.6;32.9;66.74;972;2018-04-16 23:25:59:745
-7.444;-5.68;3.638;-4.559;-8.681;0.149;-2.885;3.001;3.489;1.456;-1.024;-0.525;18.6;0.6;32.9;66.74;983;2018-04-16 23:25:59:756
-9.701;-8.52;-3.638;-4.48;-8.711;0.461;-5.221;0.191;-4.099;1.247;-0.683;-0.326;19.7;1.5;32.7;66.74;992;2018-04-16 23:25:59:765
-9.701;-8.52;-3.638;-4.48;-8.711;0.461;-5.221;0.191;-4.099;0.761;-0.604;-0.078;19.7;1.5;32.7;66.74;1002;2018-04-16 23:25:59:775
-7.372;-8.475;-2.447;-4.482;-8.704;0.572;-2.89;0.228;-3.019;0.126;-0.159;0.144;19.9;2.3;32.7;66.74;1012;2018-04-16 23:25:59:785
-5.134;-8.396;0.899;-4.748;-8.575;-0.297;-0.386;0.179;1.196;-0.661;1.868;0.423;19.3;1.5;34.1;66.74;1068;2018-04-16 23:25:59:841
-5.134;-8.396;0.899;-4.748;-8.575;-0.297;-0.386;0.179;1.196;-0.661;1.868;0.423;19.3;1.5;34.1;66.74;1068;2018-04-16 23:25:59:841
-5.134;-8.396;0.899;-4.748;-8.575;-0.297;-0.386;0.179;1.196;-0.661;1.868;0.423;19.3;1.5;34.1;66.74;1068;2018-04-16 23:25:59:841
-5.134;-8.396;0.899;-4.748;-8.575;-0.297;-0.386;0.179;1.196;-0.661;1.868;0.423;19.3;1.5;34.1;66.74;1069;2018-04-16 23:25:59:842
-5.134;-8.396;0.899;-4.748;-8.575;-0.297;-0.386;0.179;1.196;-0.661;1.868;0.423;19.3;1.5;34.1;66.74;1069;2018-04-16 23:25:59:842
-5.134;-8.396;0.899;-4.748;-8.575;-0.297;-0.386;0.179;1.196;-0.661;1.868;0.423;19.3;1.5;34.1;66.74;1072;2018-04-16 23:25:59:845
-5.057;-8.587;1.699;-4.748;-8.575;-0.297;-0.386;0.179;1.196;-0.371;1.708;0.343;19.3;1.5;34.1;66.74;1083;2018-04-16 23:25:59:856
-5.057;-8.587;1.699;-4.799;-8.537;-0.514;-0.202;-0.03;2.28;-0.214;1.73;0.301;18.3;0.7;34.8;66.74;1092;2018-04-16 23:25:59:865
-4.928;-8.608;1.641;-4.799;-8.537;-0.514;-0.202;-0.03;2.28;-0.214;1.73;0.301;18.3;0.7;34.8;66.74;1102;2018-04-16 23:25:59:875
-4.718;-8.613;1.228;-4.834;-8.505;-0.684;0.085;-0.066;2.035;-0.028;1.759;0.291;18.3;1.3;35.3;66.74;1113;2018-04-16 23:25:59:886
-4.718;-8.613;1.228;-4.834;-8.505;-0.684;0.085;-0.066;2.035;0.098;1.665;0.279;18.3;1.3;35.3;66.74;1122;2018-04-16 23:25:59:895
-4.569;-8.669;0.66;-4.86;-8.478;-0.815;0.291;-0.191;1.475;0.156;1.502;0.27;18.2;1.3;34.1;66.74;1133;2018-04-16 23:25:59:906
-4.495;-8.734;0.567;-4.86;-8.478;-0.815;0.291;-0.191;1.475;0.156;1.502;0.27;18.2;1.3;34.1;66.74;1142;2018-04-16 23:25:59:915
-4.495;-8.734;0.567;-4.884;-8.457;-0.892;0.42;-0.28;1.463;0.243;1.183;0.243;18.2;1.4;34.6;66.74;1152;2018-04-16 23:25:59:925
-4.381;-8.762;0.583;-4.884;-8.457;-0.892;0.42;-0.28;1.463;0.303;0.963;0.215;18.2;1.4;34.6;66.74;1162;2018-04-16 23:25:59:935
-4.351;-8.784;0.552;-4.904;-8.444;-0.907;0.561;-0.32;1.481;0.356;0.761;0.187;19.1;1.4;34.3;66.74;1172;2018-04-16 23:25:59:945
-4.351;-8.784;0.552;-4.904;-8.444;-0.907;0.561;-0.32;1.481;0.396;0.588;0.158;19.1;1.4;34.3;66.74;1183;2018-04-16 23:25:59:956
-4.409;-8.853;0.537;-4.921;-8.437;-0.877;0.512;-0.416;1.414;0.414;0.45;0.133;19.2;1.2;34.4;66.74;1193;2018-04-16 23:25:59:966
-4.409;-8.853;0.537;-4.921;-8.437;-0.877;0.512;-0.416;1.414;0.409;0.343;0.114;19.2;1.2;34.4;66.74;1203;2018-04-16 23:25:59:976
-4.519;-8.827;0.49;-4.935;-8.434;-0.83;0.416;-0.394;1.32;0.371;0.274;0.093;19.1;1.1;34.6;66.74;1212;2018-04-16 23:25:59:985
-4.519;-8.827;0.49;-4.935;-8.434;-0.83;0.416;-0.394;1.32;0.312;0.236;0.077;19.1;1.1;34.6;66.74;1222;2018-04-16 23:25:59:995
-4.538;-8.595;0.432;-4.948;-8.431;-0.774;0.41;-0.164;1.206;0.232;0.215;0.056;19.1;1.2;34.7;66.74;1232;2018-04-16 23:26:00:005
-4.721;-8.436;0.532;-4.948;-8.431;-0.774;0.41;-0.164;1.206;0.111;0.2;0.033;19.1;1.2;34.7;66.74;1242;2018-04-16 23:26:00:015
-4.721;-8.436;0.532;-4.992;-8.416;-0.654;0.208;0.035;1.254;0.059;0.189;0.031;18.9;1.3;34.9;62.06;1252;2018-04-16 23:26:00:025
-4.893;-8.32;0.663;-4.992;-8.416;-0.654;0.208;0.035;1.254;0.029;0.167;0.028;18.9;1.3;34.9;62.06;1262;2018-04-16 23:26:00:035
-5.028;-8.236;0.711;-5.067;-8.382;-0.487;0.067;0.107;1.186;0.024;0.138;0.031;18.6;1.3;35.0;62.06;1272;2018-04-16 23:26:00:045
-5.028;-8.236;0.711;-5.067;-8.382;-0.487;0.067;0.107;1.186;0.045;0.101;0.042;18.6;1.3;35.0;62.06;1282;2018-04-16 23:26:00:055
-5.016;-8.152;0.57;-5.134;-8.349;-0.325;0.118;0.197;0.895;0.077;0.054;0.051;18.2;1.3;35.2;62.06;1292;2018-04-16 23:26:00:065
-4.984;-8.249;0.141;-5.134;-8.349;-0.325;0.118;0.197;0.895;0.122;-0.026;0.062;18.2;1.3;35.2;62.06;1303;2018-04-16 23:26:00:076
-4.984;-8.249;0.141;-5.148;-8.344;-0.227;0.201;0.007;0.167;0.186;-0.198;0.078;17.8;1.1;35.4;62.06;1312;2018-04-16 23:26:00:085
-4.831;-8.449;-0.148;-5.148;-8.344;-0.227;0.201;0.007;0.167;0.281;-0.467;0.099;17.8;1.1;35.4;62.06;1323;2018-04-16 23:26:00:096
-4.629;-8.6;0.126;-5.149;-8.345;-0.104;0.47;-0.201;0.13;0.368;-0.711;0.101;17.3;1.1;35.5;62.06;1333;2018-04-16 23:26:00:106
-4.629;-8.6;0.126;-5.149;-8.345;-0.104;0.47;-0.201;0.13;0.408;-0.832;0.088;17.3;1.1;35.5;62.06;1343;2018-04-16 23:26:00:116
-4.543;-8.756;0.257;-5.159;-8.34;0.053;0.616;-0.416;0.204;0.4;-0.833;0.079;16.9;1.0;35.7;62.06;1353;2018-04-16 23:26:00:126
-4.426;-8.841;0.104;-5.159;-8.34;0.053;0.616;-0.416;0.204;0.358;-0.8;0.076;16.9;1.0;35.7;62.06;1363;2018-04-16 23:26:00:136
-4.426;-8.841;0.104;-5.162;-8.336;0.192;0.811;-0.486;-0.198;0.305;-0.786;0.075;16.6;1.0;35.9;62.06;1373;2018-04-16 23:26:00:146
-4.36;-8.886;-0.418;-5.162;-8.336;0.192;0.811;-0.486;-0.198;0.242;-0.803;0.07;16.6;1.0;35.9;62.06;1383;2018-04-16 23:26:00:156
-4.339;-8.8;-0.682;-5.16;-8.333;0.306;0.825;-0.496;-0.971;0.156;-0.866;0.066;16.5;1.2;35.9;62.06;1392;2018-04-16 23:26:00:165
-4.339;-8.8;-0.682;-5.16;-8.333;0.306;0.825;-0.496;-0.971;0.042;-0.949;0.053;16.5;1.2;35.9;62.06;1403;2018-04-16 23:26:00:176
-4.573;-8.589;-0.236;-5.154;-8.334;0.396;0.581;-0.255;-0.632;-0.082;-0.971;0.035;16.4;1.3;36.0;62.06;1413;2018-04-16 23:26:00:186
-4.573;-8.589;-0.236;-5.154;-8.334;0.396;0.581;-0.255;-0.632;-0.194;-0.905;0.028;16.4;1.3;36.0;62.06;1423;2018-04-16 23:26:00:196
-4.937;-8.516;0.174;-5.148;-8.335;0.441;0.211;-0.181;-0.268;-0.279;-0.786;0.031;16.3;1.4;36.1;62.06;1433;2018-04-16 23:26:00:206
-4.97;-8.43;0.532;-5.148;-8.335;0.441;0.211;-0.181;-0.268;-0.327;-0.649;0.032;16.3;1.4;36.1;62.06;1443;2018-04-16 23:26:00:216
-4.97;-8.43;0.532;-5.146;-8.336;0.446;0.163;-0.057;0.305;-0.343;-0.496;0.027;16.4;1.4;36.1;62.06;1452;2018-04-16 23:26:00:225
-4.99;-8.322;1.032;-5.146;-8.336;0.446;0.163;-0.057;0.305;-0.331;-0.313;0.018;16.4;1.4;36.1;62.06;1462;2018-04-16 23:26:00:235
-5.0;-8.253;1.132;-5.146;-8.337;0.422;0.158;0.066;0.736;-0.29;-0.097;0.006;16.5;1.5;36.1;62.06;1473;2018-04-16 23:26:00:246
-5.0;-8.253;1.132;-5.146;-8.337;0.422;0.158;0.066;0.736;-0.238;0.116;-0.011;16.5;1.5;36.1;62.06;1483;2018-04-16 23:26:00:256
-5.104;-8.31;0.739;-5.145;-8.34;0.372;0.041;0.03;0.367;-0.184;0.269;-0.026;16.7;1.6;36.1;62.06;1493;2018-04-16 23:26:00:266
-5.104;-8.31;0.739;-5.145;-8.34;0.372;0.041;0.03;0.367;-0.154;0.337;-0.027;16.7;1.6;36.1;62.06;1503;2018-04-16 23:26:00:276
-5.157;-8.522;0.232;-5.143;-8.344;0.312;-0.014;-0.178;-0.08;-0.165;0.305;-0.018;16.9;1.6;36.1;62.06;1513;2018-04-16 23:26:00:286
-5.181;-8.556;0.217;-5.143;-8.344;0.312;-0.014;-0.178;-0.08;-0.165;0.305;-0.018;16.9;1.6;36.1;62.06;1523;2018-04-16 23:26:00:296
-5.181;-8.556;0.217;-5.141;-8.347;0.247;-0.085;-0.183;0.009;-0.276;0.214;-0.015;17.0;1.5;36.1;62.06;1533;2018-04-16 23:26:00:306
-5.258;-8.386;0.377;-5.141;-8.347;0.247;-0.085;-0.183;0.009;-0.325;0.183;-0.013;17.0;1.5;36.1;62.06;1543;2018-04-16 23:26:00:316
-5.296;-8.116;0.678;-5.142;-8.349;0.175;-0.128;0.144;0.381;-0.356;0.159;-0.009;17.2;1.5;36.0;62.06;1553;2018-04-16 23:26:00:326
-5.296;-8.116;0.678;-5.142;-8.349;0.175;-0.128;0.144;0.381;-0.357;0.165;-0.015;17.2;1.5;36.0;62.06;1562;2018-04-16 23:26:00:335
-5.497;-8.023;0.966;-5.144;-8.349;0.105;-0.353;0.326;0.861;-0.327;0.202;-0.02;17.5;1.5;36.2;62.06;1572;2018-04-16 23:26:00:345
