sep=;
acc_x;acc_y;acc_z;grav_x;grav_y;grav_z;lin_acc_x;lin_acc_y;lin_acc_z;gyro_x;gyro_y;gyro_z;mag_x;mag_y;mag_z;sound_lvl;time_ms;date_time
23.999;-7.244;6.342;7.43;-6.377;0.542;16.713;-0.908;6.364;-0.683;2.782;3.365;-6.8;-34.2;7.3;51.86;338;2018-04-16 23:32:56:732
23.999;-7.244;6.342;6.982;-6.834;0.853;16.67;0.088;5.732;-0.52;2.636;2.911;-6.8;-34.2;7.3;51.86;348;2018-04-16 23:32:56:742
23.173;-6.557;6.61;6.815;-6.982;0.988;15.332;0.156;5.424;-0.188;2.349;2.343;-9.1;-32.4;8.4;51.86;358;2018-04-16 23:32:56:752
21.052;-7.028;7.057;6.815;-6.982;0.988;15.332;0.156;5.424;-0.188;2.349;2.343;-9.8;-31.8;5.8;51.86;367;2018-04-16 23:32:56:761
21.052;-7.028;7.057;6.815;-6.982;0.988;15.332;0.156;5.424;0.551;1.578;1.769;-9.8;-31.8;5.8;51.86;377;2018-04-16 23:32:56:771
20.219;-6.181;9.73;6.53;-7.201;1.29;13.689;1.021;8.44;0.938;1.558;1.497;-11.4;-31.0;5.1;51.86;387;2018-04-16 23:32:56:781
18.726;-5.988;7.61;6.42;-7.184;1.828;12.306;1.196;5.782;2.303;1.657;0.362;-11.4;-31.0;5.1;51.86;397;2018-04-16 23:32:56:791
18.726;-5.988;7.61;6.42;-7.184;1.828;12.306;1.196;5.782;2.888;1.845;-0.316;-12.6;-31.7;5.0;51.86;407;2018-04-16 23:32:56:801
16.624;-6.19;4.486;6.423;-7.077;2.197;10.201;0.887;2.289;3.02;1.897;-0.772;-12.6;-31.7;5.0;51.86;418;2018-04-16 23:32:56:812
13.408;-6.367;2.198;6.491;-6.804;2.783;6.828;0.599;0.063;2.866;1.502;-1.016;-13.1;-30.9;6.7;51.86;428;2018-04-16 23:32:56:822
13.417;-5.946;1.845;6.491;-6.804;2.783;6.828;0.599;0.063;2.815;1.012;-1.174;-13.1;-30.9;6.7;51.86;437;2018-04-16 23:32:56:831
13.417;-5.946;1.845;6.603;-6.467;3.28;6.338;0.996;-3.332;2.889;0.819;-1.319;-13.1;-29.5;6.4;51.86;447;2018-04-16 23:32:56:841
12.328;-4.869;-0.516;6.603;-6.467;3.28;6.338;0.996;-3.332;2.764;0.257;-1.537;-13.1;-29.5;6.4;51.86;458;2018-04-16 23:32:56:852
9.79;-3.682;-5.242;6.814;-6.064;3.6;2.975;2.382;-8.842;2.764;0.257;-1.537;-13.3;-30.1;5.5;51.86;467;2018-04-16 23:32:56:861
9.79;-3.682;-5.242;6.814;-6.064;3.6;2.975;2.382;-8.842;2.031;-0.617;-1.756;-14.3;-30.6;1.5;51.86;477;2018-04-16 23:32:56:871
8.32;-2.452;-0.322;7.11;-5.76;3.528;1.565;3.551;-1.182;0.733;-1.414;-1.531;-14.3;-30.6;1.5;51.86;487;2018-04-16 23:32:56:881
8.672;-2.368;4.84;7.11;-5.76;3.528;1.565;3.551;-1.182;0.728;-1.567;-1.543;-13.2;-31.1;2.2;51.86;497;2018-04-16 23:32:56:891
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-13.2;-31.1;2.2;51.86;508;2018-04-16 23:32:56:902
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-12.5;-30.8;6.3;51.86;517;2018-04-16 23:32:56:911
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-12.5;-30.8;6.3;51.86;527;2018-04-16 23:32:56:921
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-12.5;-30.8;6.3;51.86;537;2018-04-16 23:32:56:931
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-12.5;-30.8;6.3;51.86;547;2018-04-16 23:32:56:941
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-12.5;-30.8;6.3;51.86;558;2018-04-16 23:32:56:952
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-12.5;-30.8;6.3;51.86;568;2018-04-16 23:32:56:962
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-12.5;-30.8;6.3;51.86;578;2018-04-16 23:32:56:972
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-12.5;-30.8;6.3;51.86;588;2018-04-16 23:32:56:982
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-12.5;-30.8;6.3;51.86;598;2018-04-16 23:32:56:992
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-12.5;-30.8;6.3;51.86;608;2018-04-16 23:32:57:002
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-12.5;-30.8;6.3;51.86;618;2018-04-16 23:32:57:012
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-12.5;-30.8;6.3;51.86;628;2018-04-16 23:32:57:022
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-12.5;-30.8;6.3;51.86;638;2018-04-16 23:32:57:032
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-12.5;-30.8;6.3;51.86;647;2018-04-16 23:32:57:041
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-12.5;-30.8;6.3;51.86;657;2018-04-16 23:32:57:051
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-12.5;-30.8;6.3;51.86;667;2018-04-16 23:32:57:061
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-12.5;-30.8;6.3;51.86;677;2018-04-16 23:32:57:071
7.705;-2.63;4.657;7.458;-5.417;3.349;0.247;2.787;1.308;1.302;-2.366;-1.715;-12.5;-30.8;6.3;51.86;687;2018-04-16 23:32:57:081
4.835;-2.682;9.528;7.856;-4.986;3.096;-5.171;2.392;4.043;2.183;-3.428;-1.946;-11.9;-31.2;8.2;51.86;697;2018-04-16 23:32:57:091
4.835;-2.682;9.528;7.856;-4.986;3.096;-5.171;2.392;4.043;2.183;-3.428;-1.946;-11.9;-31.2;8.2;51.86;707;2018-04-16 23:32:57:101
7.203;-3.093;2.362;9.099;-3.654;-0.13;-1.754;0.214;2.852;-0.098;-0.498;-0.1;-6.0;-17.0;27.6;51.86;717;2018-04-16 23:32:57:111
6.863;-4.101;3.22;9.099;-3.654;-0.13;-1.754;0.214;2.852;-0.171;-0.357;0.092;-6.0;-17.0;27.6;51.86;727;2018-04-16 23:32:57:121
6.863;-4.101;3.22;9.077;-3.708;-0.181;-2.004;-0.402;3.808;-0.134;-0.257;0.298;-6.1;-16.6;26.3;51.86;737;2018-04-16 23:32:57:131
7.987;-4.481;2.88;9.077;-3.708;-0.181;-2.004;-0.402;3.808;0.18;0.024;0.706;-6.1;-16.6;26.3;50.91;748;2018-04-16 23:32:57:142
11.93;-4.09;0.244;9.019;-3.847;-0.141;2.911;-0.243;0.386;0.287;0.188;0.822;-6.0;-16.2;27.6;50.91;758;2018-04-16 23:32:57:152
11.93;-4.09;0.244;9.019;-3.847;-0.141;2.911;-0.243;0.386;0.287;0.188;0.822;-6.0;-16.2;27.6;50.91;767;2018-04-16 23:32:57:161
12.629;-4.165;-0.539;8.995;-3.906;-0.117;3.111;1.376;-0.437;0.39;-0.051;0.292;-6.0;-17.0;27.7;50.91;777;2018-04-16 23:32:57:171
12.107;-2.037;-2.248;8.995;-3.906;-0.117;3.111;1.376;-0.437;0.519;-0.26;-0.175;-6.0;-17.0;27.7;50.91;787;2018-04-16 23:32:57:181
12.107;-2.037;-2.248;9.032;-3.818;-0.139;1.918;0.631;-2.021;0.65;-0.395;-0.505;-5.3;-15.7;28.3;50.91;797;2018-04-16 23:32:57:191
9.178;-3.905;-1.741;9.032;-3.818;-0.139;1.918;0.631;-2.021;0.759;-0.523;-0.888;-5.3;-15.7;28.3;50.91;807;2018-04-16 23:32:57:201
7.885;-5.46;-2.078;9.084;-3.69;-0.194;-1.199;-1.77;-1.885;0.842;-0.539;-0.685;-4.7;-15.4;27.8;50.91;817;2018-04-16 23:32:57:211
7.885;-5.46;-2.078;9.084;-3.69;-0.194;-1.199;-1.77;-1.885;0.668;-0.501;-0.342;-4.7;-15.4;27.8;50.91;827;2018-04-16 23:32:57:221
6.697;-7.123;-2.412;9.076;-3.706;-0.263;-2.871;-3.16;-2.662;0.32;-0.461;0.184;-5.0;-14.9;29.2;50.91;837;2018-04-16 23:32:57:231
5.106;-5.728;-0.195;9.076;-3.706;-0.263;-2.871;-3.16;-2.662;-0.211;-1.102;1.098;-5.0;-14.9;29.2;50.91;847;2018-04-16 23:32:57:241
5.106;-5.728;-0.195;8.893;-4.095;-0.566;-4.021;-2.099;-0.028;-0.386;-1.53;2.216;-5.0;-15.4;28.1;50.91;857;2018-04-16 23:32:57:251
4.969;-6.528;-0.582;8.682;-4.493;-0.779;-3.689;-2.299;-0.053;-0.498;-1.789;3.451;-5.0;-15.4;28.1;50.91;867;2018-04-16 23:32:57:261
5.539;-7.087;-1.63;8.682;-4.493;-0.779;-3.689;-2.299;-0.053;-0.682;-1.962;4.75;-4.3;-15.1;29.0;50.91;878;2018-04-16 23:32:57:272
7.247;-7.052;-1.623;8.029;-5.492;-1.24;-0.782;-1.56;-0.383;-0.894;-2.216;6.049;-4.3;-15.1;29.0;50.91;888;2018-04-16 23:32:57:282
7.247;-7.052;-1.623;8.029;-5.492;-1.24;-0.782;-1.56;-0.383;-0.987;-2.606;7.158;-4.7;-15.0;28.2;50.91;898;2018-04-16 23:32:57:292
8.337;-6.2;-2.087;6.961;-6.663;-1.821;1.218;0.765;-0.075;-0.972;-3.064;8.002;-4.7;-15.0;28.2;50.91;907;2018-04-16 23:32:57:301
8.188;-5.246;1.294;6.961;-6.663;-1.821;1.218;0.765;-0.075;-0.788;-3.533;8.594;-4.8;-15.0;29.2;50.91;917;2018-04-16 23:32:57:311
8.188;-5.246;1.294;5.605;-7.741;-2.196;2.984;4.418;8.299;-0.191;-3.406;8.771;-4.8;-15.0;29.2;50.91;927;2018-04-16 23:32:57:321
7.149;-3.408;3.069;5.605;-7.741;-2.196;2.984;4.418;8.299;1.415;-1.598;7.89;-5.3;-15.3;28.7;50.91;937;2018-04-16 23:32:57:331
2.713;-6.008;-4.341;4.36;-8.588;-1.847;-1.647;2.579;-2.493;2.911;-0.867;7.219;-5.3;-15.3;28.7;50.91;947;2018-04-16 23:32:57:341
2.713;-6.008;-4.341;4.36;-8.588;-1.847;-1.647;2.579;-2.493;3.453;-1.972;7.39;-5.2;-15.4;28.7;50.91;958;2018-04-16 23:32:57:352
2.255;-3.855;0.195;2.981;-9.243;-1.36;-0.679;6.22;2.739;3.84;-2.812;7.339;-5.2;-15.4;28.7;50.91;968;2018-04-16 23:32:57:362
2.205;-1.851;2.68;2.981;-9.243;-1.36;-0.679;6.22;2.739;4.131;-2.79;6.688;-5.4;-14.7;29.1;50.91;978;2018-04-16 23:32:57:372
2.205;-1.851;2.68;1.844;-9.61;-0.648;-0.34;7.061;1.795;4.332;-2.305;5.746;-5.4;-14.7;29.1;50.91;988;2018-04-16 23:32:57:382
1.359;-2.455;0.985;1.844;-9.61;-0.648;-0.34;7.061;1.795;4.344;-1.822;5.231;-5.3;-14.1;29.3;50.91;997;2018-04-16 23:32:57:391
1.536;-1.61;-1.269;0.89;-9.766;0.063;0.646;8.156;-1.332;3.972;-1.674;4.91;-5.3;-14.1;29.3;50.91;1008;2018-04-16 23:32:57:402
1.536;-1.61;-1.269;0.89;-9.766;0.063;0.646;8.156;-1.332;3.26;-1.82;4.453;-5.3;-12.2;29.5;50.91;1017;2018-04-16 23:32:57:411
0.903;-2.2;0.132;0.121;-9.796;0.449;0.711;7.568;-0.127;2.148;-2.116;3.969;-5.3;-12.2;29.5;50.91;1027;2018-04-16 23:32:57:421
0.566;-2.251;1.296;0.121;-9.796;0.449;0.711;7.568;-0.127;0.876;-1.803;3.729;-5.1;-7.7;30.9;50.91;1037;2018-04-16 23:32:57:431
0.566;-2.251;1.296;-0.567;-9.78;0.456;0.837;7.39;1.265;-0.017;-1.416;3.587;-5.1;-7.7;30.9;50.4;1047;2018-04-16 23:32:57:441
0.218;-2.386;2.051;-0.567;-9.78;0.456;0.837;7.39;1.265;-0.528;-1.122;3.489;-3.8;-5.5;30.5;50.4;1057;2018-04-16 23:32:57:451
0.503;-2.398;4.533;-1.239;-9.722;0.348;1.741;7.324;4.185;-0.681;-1.053;3.447;-3.8;-5.5;30.5;50.4;1067;2018-04-16 23:32:57:461
0.503;-2.398;4.533;-1.239;-9.722;0.348;1.741;7.324;4.185;-0.539;-0.946;3.39;-3.2;-5.0;30.6;50.4;1077;2018-04-16 23:32:57:471
0.45;-5.538;5.131;-1.855;-9.623;0.361;0.08;-4.843;4.876;0.198;-0.476;3.186;-3.2;-5.0;30.6;50.4;1087;2018-04-16 23:32:57:481
-17.607;-39.185;9.169;-1.855;-9.623;0.361;0.08;-4.843;4.876;0.558;-0.139;3.83;-2.2;-3.7;32.8;50.4;1097;2018-04-16 23:32:57:491
-17.607;-39.185;9.169;-2.958;-9.341;0.401;-10.28;-29.844;9.109;0.252;1.326;7.295;-2.2;-3.7;32.8;50.4;1107;2018-04-16 23:32:57:501
0.609;-39.185;3.882;-2.958;-9.341;0.401;-10.28;-29.844;9.109;-0.65;2.981;9.884;-2.6;-3.3;34.2;50.4;1117;2018-04-16 23:32:57:511
5.856;-23.136;2.442;-3.935;-8.982;-0.11;9.791;-14.155;2.552;-2.366;1.846;5.478;-2.6;-3.3;34.2;50.4;1127;2018-04-16 23:32:57:521
5.856;-23.136;2.442;-3.935;-8.982;-0.11;9.791;-14.155;2.552;-3.552;0.953;-1.373;-3.4;-3.3;32.1;50.4;1138;2018-04-16 23:32:57:532
-10.619;-19.389;5.224;-3.412;-9.164;-0.735;-6.451;-6.361;3.517;-2.936;1.326;-3.076;-3.4;-3.3;32.1;50.4;1147;2018-04-16 23:32:57:541
-5.783;-6.627;-11.571;-3.412;-9.164;-0.735;-6.451;-6.361;3.517;-2.209;1.339;-2.431;-3.5;-3.8;33.3;50.4;1158;2018-04-16 23:32:57:552
-5.783;-6.627;-11.571;-3.162;-9.271;-0.473;-0.137;6.619;-6.714;0.11;-3.801;-1.613;-3.5;-3.8;33.3;50.4;1168;2018-04-16 23:32:57:562
-2.778;-2.192;-3.012;-3.162;-9.271;-0.473;-0.137;6.619;-6.714;2.034;-8.395;-1.135;-4.4;-4.6;31.0;50.4;1178;2018-04-16 23:32:57:572
-3.573;-3.863;3.084;-2.985;-9.322;0.606;-0.588;5.458;2.478;2.718;-9.713;-0.914;-4.4;-4.6;31.0;50.4;1188;2018-04-16 23:32:57:582
-3.573;-3.863;3.084;-2.985;-9.322;0.606;-0.588;5.458;2.478;2.814;-9.115;-0.667;-0.4;-4.0;31.8;50.4;1198;2018-04-16 23:32:57:592
-5.295;-6.033;4.373;-2.743;-9.283;1.572;-3.181;2.312;3.225;2.754;-8.015;-0.426;-0.4;-4.0;31.8;50.4;1208;2018-04-16 23:32:57:602
-7.23;-8.599;1.966;-2.743;-9.283;1.572;-3.181;2.312;3.225;2.473;-6.402;-0.241;2.8;-3.0;30.1;50.4;1218;2018-04-16 23:32:57:612
-7.23;-8.599;1.966;-2.541;-9.227;2.14;-6.609;-0.814;-10.995;1.878;-4.391;-0.187;2.8;-3.0;30.1;50.4;1228;2018-04-16 23:32:57:622
-9.571;-10.16;-9.728;-2.541;-9.227;2.14;-6.609;-0.814;-10.995;0.842;-3.362;-0.177;5.6;-2.2;30.8;50.4;1238;2018-04-16 23:32:57:632
-8.744;-9.224;-5.021;-2.461;-9.246;2.152;-6.283;0.022;-7.172;-0.494;-2.158;0.005;5.6;-2.2;30.8;50.4;1248;2018-04-16 23:32:57:642
-8.744;-9.224;-5.021;-2.461;-9.246;2.152;-6.283;0.022;-7.172;-1.377;-0.728;0.395;7.2;-1.2;30.3;50.4;1258;2018-04-16 23:32:57:652
-5.611;-8.146;1.267;-2.637;-9.268;1.821;-2.144;1.219;0.841;-1.648;0.607;0.762;7.2;-1.2;30.3;50.4;1268;2018-04-16 23:32:57:662
-3.423;-7.736;4.245;-2.637;-9.268;1.821;-2.144;1.219;0.841;-1.569;1.885;0.889;8.0;-1.4;29.5;50.4;1278;2018-04-16 23:32:57:672
-3.423;-7.736;4.245;-2.878;-9.265;1.429;-0.172;1.557;2.828;-1.339;3.101;0.782;8.0;-1.4;29.5;50.4;1287;2018-04-16 23:32:57:681
-3.266;-8.267;3.816;-2.878;-9.265;1.429;-0.172;1.557;2.828;-1.092;4.107;0.52;7.8;-1.7;29.2;50.4;1298;2018-04-16 23:32:57:692
-3.778;-9.705;2.029;-3.054;-9.264;1.01;-0.724;-0.441;1.019;-0.821;4.76;0.303;7.8;-1.7;29.2;50.4;1308;2018-04-16 23:32:57:702
-3.778;-9.705;2.029;-3.054;-9.264;1.01;-0.724;-0.441;1.019;-0.502;4.97;0.25;6.5;-2.4;31.6;50.4;1318;2018-04-16 23:32:57:712
-3.083;-10.058;0.783;-3.191;-9.247;0.686;0.341;-0.798;-0.005;-0.162;4.759;0.326;6.5;-2.4;31.6;50.4;1327;2018-04-16 23:32:57:721
-2.624;-10.056;0.376;-3.191;-9.247;0.686;0.341;-0.798;-0.005;0.109;4.36;0.34;3.6;-3.0;30.6;50.4;1337;2018-04-16 23:32:57:731
-2.624;-10.056;0.376;-3.284;-9.228;0.48;0.642;-0.959;-0.265;0.274;3.94;0.272;3.6;-3.0;30.6;67.63;1347;2018-04-16 23:32:57:741
-2.605;-10.168;0.103;-3.284;-9.228;0.48;0.642;-0.959;-0.265;0.338;3.543;0.202;2.2;-3.1;31.3;67.63;1357;2018-04-16 23:32:57:751
-2.367;-9.855;-0.195;-3.341;-9.213;0.344;0.975;-0.641;-0.539;0.404;2.865;0.21;2.2;-3.1;31.3;67.63;1368;2018-04-16 23:32:57:762
-2.367;-9.855;-0.195;-3.341;-9.213;0.344;0.975;-0.641;-0.539;0.406;2.377;0.21;1.2;-2.1;32.3;67.63;1377;2018-04-16 23:32:57:771
-2.16;-9.607;-0.587;-3.379;-9.202;0.265;1.251;-0.36;-0.822;0.341;1.818;0.186;1.2;-2.1;32.3;67.63;1388;2018-04-16 23:32:57:782
-2.198;-9.582;-0.314;-3.379;-9.202;0.265;1.251;-0.36;-0.822;0.248;1.282;0.158;0.8;-2.8;33.0;67.63;1398;2018-04-16 23:32:57:792
-2.198;-9.582;-0.314;-3.403;-9.194;0.232;1.266;-0.424;-0.372;0.15;0.778;0.165;0.8;-2.8;33.0;67.63;1408;2018-04-16 23:32:57:802
-2.016;-9.589;-0.054;-3.403;-9.194;0.232;1.266;-0.424;-0.372;0.053;0.316;0.182;0.4;-2.0;32.9;67.63;1418;2018-04-16 23:32:57:812
-1.832;-9.531;0.426;-3.419;-9.188;0.23;1.588;-0.343;0.196;-0.038;-0.071;0.177;0.4;-2.0;32.9;67.63;1428;2018-04-16 23:32:57:822
-1.832;-9.531;0.426;-3.419;-9.188;0.23;1.588;-0.343;0.196;-0.105;-0.354;0.165;0.0;-3.1;32.7;67.63;1438;2018-04-16 23:32:57:832
-1.681;-9.506;0.845;-3.43;-9.184;0.246;1.804;-0.29;0.636;-0.15;-0.546;0.162;0.0;-3.1;32.7;67.63;1448;2018-04-16 23:32:57:842
-1.557;-9.408;1.009;-3.43;-9.184;0.246;1.804;-0.29;0.636;-0.183;-0.678;0.149;0.4;-2.7;33.1;67.63;1458;2018-04-16 23:32:57:852
-1.557;-9.408;1.009;-3.432;-9.183;0.265;1.921;-0.155;0.956;-0.216;-0.755;0.125;0.4;-2.7;33.1;67.63;1468;2018-04-16 23:32:57:862
-1.516;-9.311;1.39;-3.432;-9.183;0.265;1.921;-0.155;0.956;-0.243;-0.768;0.103;0.6;-3.1;31.9;67.63;1478;2018-04-16 23:32:57:872
-1.626;-9.26;1.718;-3.425;-9.185;0.284;1.799;-0.075;1.434;-0.221;-0.667;0.054;0.6;-3.1;31.9;67.63;1488;2018-04-16 23:32:57:882
-1.626;-9.26;1.718;-3.425;-9.185;0.284;1.799;-0.075;1.434;-0.221;-0.667;0.054;0.7;-2.8;31.6;67.63;1498;2018-04-16 23:32:57:892
-2.028;-9.346;1.897;-3.407;-9.191;0.309;1.277;-0.171;1.566;-0.13;-0.491;-0.009;0.7;-2.8;31.6;67.63;1508;2018-04-16 23:32:57:902
-2.356;-9.306;1.668;-3.407;-9.191;0.309;1.277;-0.171;1.566;-0.046;-0.352;-0.038;1.2;-2.7;31.5;67.63;1518;2018-04-16 23:32:57:912
-2.614;-9.29;1.39;-3.384;-9.198;0.341;0.77;-0.092;1.049;0.024;-0.222;-0.066;1.1;-2.4;31.7;67.63;1528;2018-04-16 23:32:57:922
-2.614;-9.29;1.39;-3.384;-9.198;0.341;0.77;-0.092;1.049;0.094;-0.084;-0.099;1.1;-2.4;31.7;67.63;1537;2018-04-16 23:32:57:931
-2.959;-9.26;1.064;-3.361;-9.205;0.37;0.33;-0.027;0.615;0.112;-0.021;-0.105;0.7;-2.8;32.2;67.63;1548;2018-04-16 23:32:57:942
